Rec,Inf,UID,Name,Best Pos,Age,Club,Division,Mins,Tgls/90,Tcon/90,Gls,Goals Outside Box,Shot/90,xG/shot,Shot %,ShT/90,Shots Outside Box/90,Gls/90,xG/90,NP-xG/90,xG-OP,Conv %,Ast,Asts/90,Ps A/90,Pas %,xA/90,OP-KP/90,Ch C/90,Drb/90,Pr passes/90,OP-Crs A/90,OP-Cr %,Crs A/90,Cr C/A,Tck A,Tck R,Pres A/90,Pres C/90,Poss Won/90,Poss Lost/90,K Tck/90,Int/90,Clr/90,Blk/90,Shts Blckd/90,Aer A/90,Hdr %,K Hdrs/90,Sprints/90,Dist/90,Gl Mst,Fls,FA,Yel,Red,Wage,Transfer Value
- - -,,14008030,Nicolás Tagliafico,D (L),33,Lyon,Ligue 1 Uber Eats,"2,630",1.4,1.2,1,0,0.1,0.08,33%,0.03,0.07,0.03,0.01,0.01,0.77,33%,1,0.03,67.31,92%,0.04,0.17,0.07,0.38,7.22,0.24,11%,1.2,14%,96,79%,8.76,2.7,10.92,6.95,0.21,1.95,1.23,0.55,0.31,4.93,63%,0.48,9.17,12.4km,2,45,6,12,0,"£55,000 p/w",£220K - £2.2M
- - -,,18057323,Chancel Mbemba,D (C),31,Lille,Ligue 1 Uber Eats,"2,647",0.99,1.26,0,0,0.24,0.08,29%,0.07,0.07,-,0.02,0.02,-0.55,-,0,-,57.5,94%,0.03,0.31,0.07,0.03,5.75,0.1,0%,0.1,-,47,79%,2.86,0.82,8.77,4.01,0.2,1.29,1.02,0.54,0.51,4.69,68%,0.41,3.16,11.4km,1,10,1,2,0,"£45,500 p/w",Not for Sale
- - -,,14252214,Zaid Romero,D (C),26,Club Brugge,Jupiler Pro League,"3,988",1.47,0.99,1,0,0.79,0.07,54%,0.43,0.09,0.02,0.06,0.06,-1.44,3%,0,-,48.11,86%,0.06,0.23,0.07,0.05,3.81,0.11,0%,0.11,-,62,87%,2.75,0.84,11.55,6.73,0.23,1.58,1.69,0.52,0.41,8.06,69%,1.06,3.97,11.2km,1,32,6,5,0,"£4,400 p/w",£475K - £9M
- - -,Wnt,85077900,Maxime Colin,D (R),34,Metz,Ligue 1 Uber Eats,"1,331",1.08,2.37,1,0,0.68,0.06,30%,0.2,0.47,0.07,0.04,0.04,0.37,10%,1,0.07,38.41,82%,0.05,0.47,0.07,0.74,4.19,1.15,6%,1.15,5%,56,88%,9.26,3.52,10.89,9.6,0.2,1.56,1.76,0.54,0.14,4.12,72%,0.61,13.32,13.1km,0,23,0,3,0,"£10,000 p/w",£45K
- - -,,12079011,Formose Mendy,D (C),25,Lorient,Ligue 1 Uber Eats,"2,683",1.31,1.14,2,0,0.91,0.08,37%,0.34,0.1,0.07,0.07,0.07,-0.12,7%,1,0.03,54.28,91%,0.04,0.47,0.07,0.2,4.6,0.2,17%,0.2,16%,74,81%,4.73,1.41,12.01,5.8,0.47,1.54,1.07,0.5,0.3,7.95,68%,1.14,3.56,11.5km,3,13,2,2,0,"£10,000 p/w",£5.2M - £6.4M
- - -,,2000189081,Mahamadou Doumbia,M (C),22,Antwerp,Jupiler Pro League,"1,365",0.99,1.71,1,0,0.99,0.09,47%,0.46,0.53,0.07,0.09,0.09,-0.29,7%,2,0.13,53.67,90%,0.08,1.05,0.07,1.05,5.54,0.66,25%,0.79,30%,56,79%,14.9,3.96,9.03,7.32,0,2.44,0.99,0.33,0.26,3.76,33%,0.2,8.64,13.5km,1,8,8,3,0,"£1,600 p/w",£850K - £1.9M
- - -,,34011922,Timothée Kolodziejczak,D (C),34,Paris FC,Ligue 1 Uber Eats,"1,375",1.51,1.51,0,0,0.33,0.02,40%,0.13,0.13,-,0.01,0.01,-0.12,-,0,-,45.88,81%,0.02,0.2,0.07,0.07,4.52,0.46,38%,0.52,42%,42,83%,5.43,1.96,11.52,9.29,0.07,2.36,2.81,1.37,0.98,6.28,64%,0.79,4.32,11.6km,0,10,0,2,0,"£4,600 p/w",£0 - £85K
- - -,,18096725,Anton Tanghe,D (C),27,Zulte Waregem,Jupiler Pro League,"2,834",0.89,1.49,1,0,0.32,0.07,50%,0.16,0.13,0.03,0.02,0.02,0.35,10%,2,0.06,65.96,92%,0.05,0.16,0.06,0.06,3.14,0,-,0,-,44,80%,3.18,1.02,8.89,5.81,0.29,0.89,1.52,0.76,0.7,6.41,63%,0.57,2.89,11.0km,2,14,5,3,0,"£3,000 p/w",£425K - £1.3M
- - -,Wnt,92064816,Hauke Wahl,D (C),32,St Pauli,Bundesliga,"2,903",1.09,1.8,0,0,0.34,0.04,55%,0.19,0.09,-,0.01,0.01,-0.48,-,0,-,40.49,88%,0.01,0.22,0.06,0.12,2.88,0.09,33%,0.09,33%,60,77%,3.72,1.02,10.94,5.8,0.56,1.89,0.81,0.74,0.65,7.5,64%,1.02,4.22,11.3km,1,23,3,5,0,"£16,000 p/w",£95K - £950K
- - -,,48044279,Lilian Brassier,D (C),26,Rennes,Ligue 1 Uber Eats,"2,908",1.42,1.05,2,0,0.68,0.09,32%,0.22,0.06,0.06,0.06,0.06,0.1,9%,1,0.03,76.23,93%,0.03,0.37,0.06,0.22,7.89,0.03,20%,0.15,-,68,75%,4.43,1.08,12.41,6.25,0.19,1.86,0.77,0.65,0.5,6.44,77%,0.56,4.83,12.0km,0,13,3,2,0,"£35,000 p/w",£5.4M - £6.6M
- - -,Int,84154025,Leonidas Stergiou,D (C),24,Stuttgart,Bundesliga,"2,917",1.51,1.48,1,0,0.22,0.1,43%,0.09,0.03,0.03,0.02,0.02,0.31,14%,1,0.03,56.46,90%,0.03,0.28,0.06,0.22,3.89,0.15,40%,0.15,40%,57,79%,4.32,1.51,10.15,5.89,0.49,1.73,1.33,0.4,0.34,4.78,67%,0.31,6.91,11.8km,1,18,1,6,0,"£3,500 p/w",£4.3M - £8.2M
- - -,,49048019,Edgaras Utkus,D (C),25,Cercle Brugge,Jupiler Pro League,"2,946",1.47,1.1,1,0,0.43,0.08,50%,0.21,0.31,0.03,0.04,0.01,-0.17,7%,1,0.03,52.39,91%,0.03,0.21,0.06,0.21,4.74,0.09,13%,2.6,33%,52,79%,3.73,1.47,12.31,6.38,0.34,1.68,1.1,0.4,0.27,7.21,69%,0.49,6.63,11.6km,1,21,1,7,0,"£2,100 p/w",£275K - £2.8M
- - -,,85139266,Brendan Chardonnet,D (C),31,Brest,Ligue 1 Uber Eats,"2,955",1.61,1.22,3,1,0.7,0.09,39%,0.27,0.06,0.09,0.07,0.07,0.85,13%,1,0.03,46.96,88%,0.03,0.15,0.06,0.09,3.56,0.12,0%,0.12,-,54,81%,3.08,1.04,12.34,6.46,0.46,1.4,1.1,0.67,0.46,10.39,77%,1.37,3.62,11.2km,1,18,0,3,0,"£25,000 p/w",Not for Sale
- - -,,43271106,Mouhamed Belkheir,ST (C),27,RAAL La Louvière,Jupiler Pro League,"2,961",0.82,1.43,8,2,1.64,0.16,50%,0.82,0.55,0.24,0.26,0.26,-0.42,15%,2,0.06,20.58,86%,0.05,0.55,0.06,1.55,0.43,0.76,6%,0.97,4%,82,73%,11.16,2.37,5.53,6.81,0.06,1.58,0.67,0.24,0.03,13.8,24%,0,6.02,12.6km,0,50,29,4,0,"£2,100 p/w",£40K - £400K
- - -,,49037761,Nicolas Cozza,D (L),27,Nantes,Ligue 1 Uber Eats,"2,971",1.03,1.27,1,1,0.33,0.03,55%,0.18,0.12,0.03,0.01,0.01,0.64,9%,0,-,58.71,93%,0.03,0.27,0.06,0.3,4.67,0.48,15%,1.64,12%,59,81%,4.12,1.3,9.12,5.15,0.36,1.7,1.51,0.91,0.73,3.79,50%,0.27,5.6,11.7km,0,6,3,2,0,"£22,000 p/w",£2M - £4.2M
- - -,,2000214136,George Ilenikhena,ST (C),19,Cercle Brugge,Jupiler Pro League,"1,500",1.5,1.02,10,0,1.8,0.17,63%,1.14,0.48,0.6,0.3,0.3,5.02,33%,3,0.18,16.08,78%,0.04,0.54,0.06,0.6,0.3,0.36,33%,0.36,33%,13,62%,6.06,1.26,3.78,5.7,0,0.42,0.66,-,0,14.46,44%,0,4.86,11.9km,0,18,16,1,0,"£13,000 p/w",£400K - £9M
- - -,,91177332,Jeff Chabot,D (C),28,Stuttgart,Bundesliga,"1,510",1.19,1.49,0,0,0.83,0.05,36%,0.3,0.06,-,0.04,0.04,-0.71,-,0,-,64.37,90%,0.02,0.36,0.06,0.3,4.05,0.24,0%,0.24,-,34,71%,4.53,1.25,12.34,7.21,0.3,1.37,1.13,0.42,0.3,9.36,75%,1.19,8.58,12.3km,1,12,1,1,0,"£25,000 p/w",£150K - £7.6M
- - -,,91137260,Jordan Torunarigha,D (C),28,Hamburg,Bundesliga,"1,514",1.43,1.31,1,0,0.65,0.09,36%,0.24,0.06,0.06,0.06,0.06,0.02,9%,0,-,60.4,92%,0.06,0.18,0.06,0.12,3.03,0,-,0.06,-,42,74%,4.46,1.49,10.64,5.11,0.36,2.14,1.37,0.36,0.12,7.25,60%,0.77,3.8,10.9km,0,15,2,3,0,"£10,750 p/w",£110K - £5.8M
- - -,,29163960,Ross Sykes,D (C),27,Union Saint-Gilloise,Jupiler Pro League,"3,096",1.08,1.57,2,0,0.44,0.08,67%,0.29,0,0.06,0.04,0.04,0.79,13%,2,0.06,58.87,87%,0.02,0.12,0.06,0.2,5.47,0.06,0%,0.06,-,44,75%,2.67,0.55,9.51,7.88,0.26,1.16,2.01,0.52,0.35,5.76,75%,0.99,3.66,11.1km,0,26,4,4,0,"£3,000 p/w",£200K - £2M
- - -,Wnt,29217875,Charlie Cresswell,D (C),23,Toulouse,Ligue 1 Uber Eats,"1,583",0.51,1.82,0,0,0.4,0.01,43%,0.17,0,-,0.01,0.01,-0.09,-,0,-,59.87,90%,0.01,0.11,0.06,-,4.89,0.06,0%,0.06,-,29,79%,2.79,0.97,10.46,7.68,0.23,1.82,2.16,0.4,0.28,6.54,75%,1.02,3.35,11.1km,2,19,0,3,2,"£14,000 p/w",£300K - £3.1M
- - -,Wnt,18115004,Ameen Al-Dakhil,D (C),24,Stuttgart,Bundesliga,"1,602",1.57,0.84,0,0,0.22,0.07,50%,0.11,0,-,0.02,0.02,-0.29,-,0,-,57.64,92%,0.02,0.22,0.06,0.28,3.99,0.11,50%,0.11,50%,42,74%,4.33,1.52,10.34,5.34,0.34,1.91,1.07,0.45,0.39,6.35,62%,0.84,8.37,12.3km,0,7,0,2,0,"£25,000 p/w",£425K - £4.1M
- - -,,37051440,Danilho Doekhi,D (C),27,Union Berlin,Bundesliga,"3,214",1.46,1.26,6,0,0.9,0.11,41%,0.36,0.06,0.17,0.1,0.1,2.4,19%,1,0.03,49.09,89%,0.04,0.28,0.06,-,3.11,0.2,29%,0.2,28%,71,77%,3.64,1.37,14.11,6.58,0.42,1.65,1.4,0.48,0.39,9.04,79%,0.95,5.24,11.3km,0,31,3,10,0,"£11,500 p/w",£12M - £19M
- - -,Wnt,92065574,Patrick Mainka,D (C),31,Heidenheim,Bundesliga,"3,240",0.83,1.47,1,0,0.69,0.08,48%,0.33,0.06,0.03,0.06,0.06,-1.05,4%,0,-,41.03,84%,0.05,0.19,0.06,0.03,2.19,0.17,0%,0.17,-,66,77%,3.69,1.42,11.64,7.97,0.39,1.72,1.75,0.56,0.5,9.58,76%,1.69,7.25,11.3km,3,25,3,6,0,"£14,000 p/w",£220K - £2.2M
- - -,,75037516,Francisco Sierralta,D (C),29,Auxerre,Ligue 1 Uber Eats,"1,673",0.75,1.67,0,0,0.38,0.06,43%,0.16,0.05,-,0.02,0.02,-0.43,-,0,-,39.97,79%,0.03,0.16,0.05,0.16,3.66,0.11,50%,0.11,50%,47,74%,5.22,1.51,9.41,9.09,0.38,1.24,1.51,0.59,0.43,6.4,73%,1.18,5.33,11.8km,0,11,3,1,0,"£9,000 p/w",£140K - £1.4M
- - -,,49060870,Matthis Riou,D (C),25,RAAL La Louvière,Jupiler Pro League,"3,420",0.87,1.53,0,0,0.29,0.07,27%,0.08,0.05,-,0.02,0.02,-0.72,-,0,-,51.05,90%,0.02,0.26,0.05,0.05,3.26,0.11,0%,0.11,-,74,80%,4.03,1.37,10.89,5.87,0.29,2.03,1.76,0.55,0.47,6.13,65%,0.87,3.21,11.4km,1,6,0,1,0,"£2,000 p/w",£130K - £1.3M
- - -,Wnt,2000131124,Christian Mawissa,D (C),21,Monaco,Ligue 1 Uber Eats,"1,825",2.12,1.38,2,0,0.64,0.12,54%,0.35,0.15,0.1,0.08,0.08,0.47,15%,0,-,64.45,92%,0.02,0.25,0.05,0.89,6.66,1.18,4%,1.18,4%,64,86%,8.73,2.91,14.75,7.84,0.3,2.47,1.58,0.3,0.1,6.61,72%,0.44,9.17,12.9km,0,11,4,3,0,"£11,000 p/w",£425K - £7.6M
- - -,,16199711,Amadou Haïdara,M (C),28,RB Leipzig,Bundesliga,"1,836",1.52,0.88,0,0,0.93,0.12,32%,0.29,0.54,-,0.12,0.12,-2.35,-,2,0.1,58.33,88%,0.06,0.83,0.05,0.98,4.71,0.69,14%,1.03,21%,74,61%,15.25,3.87,9.26,9.36,0,1.96,0.59,0.25,0.1,3.97,41%,0.15,9.61,13.6km,0,27,9,4,0,"£73,000 p/w",£7.8M - £9.8M
- - -,Wnt,93053901,Eric Smith,DM,29,St Pauli,Bundesliga,"1,850",1.22,1.99,1,0,0.83,0.09,41%,0.34,0.63,0.05,0.07,0.07,-0.47,6%,1,0.05,45.05,83%,0.03,0.44,0.05,0.97,4.77,0.39,25%,0.58,25%,63,75%,10.46,2.97,12.36,9.63,0.34,2.82,0.73,0.54,0.34,6.37,53%,0.63,11.43,12.8km,0,19,8,4,0,"£18,000 p/w",£1.1M - £2.4M
- - -,,2000046172,Daan Dierckx,D (C),23,Standard Liège,Jupiler Pro League,"2,019",1.52,1.25,3,0,0.71,0.09,63%,0.45,0.04,0.13,0.07,0.07,1.53,19%,1,0.04,59.87,88%,0.01,0.09,0.04,-,3.74,0,-,0,-,42,81%,2.81,0.89,11.9,7.8,0.31,1.34,1.78,0.49,0.45,7.71,83%,1.38,4.81,11.1km,1,3,0,2,0,"£1,600 p/w",£75K - £750K
- - -,,12088452,Daouda Guindo,D (L),23,Brest,Ligue 1 Uber Eats,"2,024",1.33,1.16,1,0,0.4,0.08,33%,0.13,0.13,0.04,0.03,0.03,0.27,11%,0,-,38.51,89%,0.03,0.31,0.04,0.31,3.02,0.62,27%,0.67,21%,63,78%,6.8,1.69,11.52,5.65,0.36,2.31,2.13,0.76,0.27,5.34,57%,0.31,6.09,12.0km,0,9,2,3,0,"£1,700 p/w",£850K - £7.2M
- - -,Lst,2000239167,Moïse Bombito,D (C),26,Nice,Ligue 1 Uber Eats,"2,114",1.36,1.58,0,0,0.34,0.04,50%,0.17,0.13,-,0.01,0.01,-0.3,-,0,-,53.73,87%,0.03,0.38,0.04,0.21,5.83,0.3,0%,0.3,-,49,65%,4.09,1.19,11.54,7.32,0.17,2.17,1.53,0.38,0.21,8.05,71%,1.62,5.79,11.6km,2,29,3,7,1,"£1,300 p/w",£250K
- - -,Inj,2000091517,Jorne Spileers,D (C),21,Club Brugge,Jupiler Pro League,"2,281",1.46,0.67,0,0,0.32,0.17,25%,0.08,0.04,-,0.05,0.02,-1.36,-,1,0.04,47.11,89%,0.02,0.43,0.04,-,3.79,0.04,0%,0.04,-,38,79%,3.16,1.14,11.4,5.44,0.2,1.85,0.83,0.47,0.28,7.26,60%,0.39,4.7,11.4km,1,15,6,4,0,"£1,300 p/w",£1.4M - £3M
- - -,,91170080,Tim Siersleben,D (C),26,Heidenheim,Bundesliga,"2,288",0.59,1.18,1,0,0.39,0.07,40%,0.16,0.08,0.04,0.03,0.03,0.31,10%,0,-,37.09,89%,0.02,0.08,0.04,0.08,1.53,0.08,0%,0.08,-,46,70%,4.29,1.06,9.32,5.27,0.2,2.28,1.22,0.59,0.35,5.39,63%,0.63,6.29,11.4km,0,14,2,4,1,"£3,000 p/w",£275K - £2.8M
- - -,Ask,2000130977,Antoine Mendy,D (R),22,Nice,Ligue 1 Uber Eats,"2,297",1.37,1.29,1,0,0.43,0.06,36%,0.16,0.35,0.04,0.03,0.03,0.29,9%,1,0.04,47.29,89%,0.01,0.31,0.04,1.1,5.21,1.21,0%,1.21,-,71,77%,5.37,1.25,11.56,7.56,0.27,2.74,2.47,0.43,0.27,6.23,64%,1.02,9.48,12.5km,1,22,4,5,0,"£2,000 p/w",£700K - £1.5M
- - -,Wnt,20041987,Mark McKenzie,D (C),27,Toulouse,Ligue 1 Uber Eats,"2,330",0.5,1.85,2,0,0.15,0.32,75%,0.12,0,0.08,0.05,0.05,0.71,50%,1,0.04,54.46,90%,0.02,0.31,0.04,0.27,4.79,0.39,0%,0.39,-,116,76%,6.76,1.7,10.66,7.3,0.42,2.28,2.82,0.35,0.23,5.1,66%,0.54,4.21,11.7km,1,16,3,3,0,"£30,000 p/w",£400K - £4M
- - -,,70118933,Cenk Özkacar,D (C),25,FC Köln,Bundesliga,"2,335",0.93,1.08,2,0,0.66,0.09,47%,0.31,0,0.08,0.06,0.06,0.44,12%,0,-,72.04,92%,0.02,0.27,0.04,0.08,4.05,0.04,0%,0.04,-,61,82%,2.78,1.12,11.6,7.09,0.42,1.35,2.08,0.42,0.31,8.06,83%,1.19,4.97,11.2km,2,32,0,8,1,"£11,000 p/w",£3.9M - £7.6M
- - -,Inj,2000053932,Darío Benavides,D (R),23,RAAL La Louvière,Jupiler Pro League,"2,361",0.84,1.37,0,0,0.46,0.06,50%,0.23,0.34,-,0.03,0.03,-0.77,-,2,0.08,39.68,83%,0.04,0.65,0.04,0.57,3.89,0.69,14%,0.8,11%,86,83%,9.99,3.09,10.22,9.99,0.23,3.05,1.87,0.42,0.11,4.54,44%,0.19,5.3,13.3km,0,8,9,1,0,£350 p/w,£170K - £1.7M
- - -,Wnt,91144397,Grischa Prömel,M (C),31,Hoffenheim,Bundesliga,"2,437",1.07,1.99,1,0,0.44,0.08,42%,0.18,0.3,0.04,0.04,0.04,0.05,8%,0,-,38.08,88%,0.04,0.52,0.04,0.41,3.03,0.41,18%,0.41,18%,109,71%,11.93,2.81,10.23,6.57,0.26,2.07,1.48,0.74,0.33,5.21,50%,0.7,9.71,13.0km,0,44,7,9,1,"£38,000 p/w",Not for Sale
- - -,Unh,62031623,Stefan Mitrović,D (C),36,Gent,Jupiler Pro League,"2,474",0.95,1.02,1,0,0.69,0.07,16%,0.11,0.15,0.04,0.05,0.05,-0.26,5%,0,-,65.7,90%,0.04,0.29,0.04,0.44,6.11,0.55,20%,0.55,20%,36,83%,4.69,1.42,11.46,7.53,0.11,1.05,1.27,0.4,0.18,7.97,73%,0.84,7.75,12.2km,0,17,5,2,1,"£12,250 p/w",£24K - £240K
- - -,Wnt,84159608,Albian Hajdari,D (C),23,Hoffenheim,Bundesliga,"2,577",1.22,1.92,0,0,0.84,0.05,38%,0.31,0.03,-,0.04,0.04,-1.13,-,0,-,44.35,87%,0.09,0.1,0.03,-,3.49,0.17,20%,0.17,20%,48,77%,2.69,0.66,10.83,6.15,0.52,1.15,1.47,0.8,0.66,11.14,74%,1.68,3.49,10.9km,0,15,1,3,2,"£4,600 p/w",£130K - £6.8M
- - -,Unh,47038965,Visar Musliu,D (C),31,Sint-Truiden,Jupiler Pro League,"2,705",1.7,1.16,1,0,0.7,0.11,33%,0.23,0,0.03,0.08,0.08,-1.36,5%,2,0.07,51.57,91%,0.02,0.2,0.03,0.1,3.36,0.03,100%,0.03,100%,51,78%,2.33,0.7,12.78,5.09,0.4,2.03,1.23,0.43,0.43,8.95,71%,0.77,4.03,11.3km,0,25,0,9,0,"£5,250 p/w",Not for Sale
- - -,,48043086,Dan-Axel Zagadou,D (C),26,Stuttgart,Bundesliga,"2,718",1.59,1.23,1,0,0.46,0.09,43%,0.2,0.07,0.03,0.04,0.04,-0.32,7%,0,-,59.77,92%,0.02,0.2,0.03,0.23,3.97,0.13,25%,0.13,25%,63,75%,3.15,1.03,11.89,5.46,0.6,2.55,1.06,0.73,0.46,7.52,76%,1.06,6.32,11.5km,0,12,3,5,0,"£54,000 p/w",£4.4M - £6.8M
- - -,Wnt,2000115205,Jeanuël Belocian,D (C),21,Bayer Leverkusen,Bundesliga,"2,729",1.35,1.52,1,1,0.53,0.03,38%,0.2,0.26,0.03,0.02,0.02,0.45,6%,2,0.07,58.93,91%,0.02,0.46,0.03,0.46,4.62,1.09,6%,1.12,6%,71,89%,5.57,2.08,12.63,6.99,0.3,2.11,1.45,0.82,0.49,6.79,68%,0.96,6.56,12.2km,0,10,5,3,0,"£14,000 p/w",£25M - £30M
- - -,,2000062325,Matte Smets,DM,22,Genk,Jupiler Pro League,"2,790",1.19,1.06,0,0,0.65,0.06,15%,0.1,0.32,-,0.04,0.04,-1.16,-,1,0.03,59.74,92%,0.04,0.42,0.03,0.35,4.87,0.16,0%,0.19,-,82,77%,5.26,1.42,11.45,5.74,0.23,1.84,0.9,0.42,0.35,5.87,59%,0.35,7.19,12.2km,0,26,4,2,1,"£4,900 p/w",£4.1M - £7.8M
- - -,Inj,18111492,Fedde Leysen,D (C),22,Union Saint-Gilloise,Jupiler Pro League,"2,830",1.05,1.49,1,0,0.45,0.1,43%,0.19,0.06,0.03,0.04,0.04,-0.38,7%,0,-,53.81,88%,0.01,0.22,0.03,0.29,5.09,0.73,15%,0.83,17%,69,78%,4.71,1.11,8.78,8.01,0.16,1.05,2.29,0.41,0.16,5.44,65%,0.99,5.92,11.7km,1,13,17,2,0,"£2,600 p/w",£75K - £750K
- - -,,91002404,Roman Neustädter,DM,38,Westerlo,Jupiler Pro League,"2,840",1.2,1.55,0,0,0.22,0.07,43%,0.1,0.06,-,0.02,0.02,-0.51,-,1,0.03,66.36,93%,0.01,0.1,0.03,0.06,4.69,0,-,0,-,47,79%,3.9,1.49,8.78,5.42,0.22,1.58,0.67,0.51,0.32,5.2,71%,0.67,5.26,11.5km,0,6,4,1,0,"£5,500 p/w",£0 - £50K
- - -,,84125462,Chidozie Awaziem,D (C),29,Nantes,Ligue 1 Uber Eats,"2,850",1.01,1.29,2,1,0.41,0.07,62%,0.25,0.16,0.06,0.03,0.03,1.09,15%,1,0.03,61.45,85%,0,0.13,0.03,0.06,5.75,0.16,0%,0.16,-,50,74%,2.72,0.82,11.53,9.57,0.38,1.52,1.55,0.63,0.51,6.47,76%,1.23,4.36,11.5km,3,15,3,2,0,"£7,000 p/w",£450K - £7.2M
- - -,,91109615,Niklas Stark,DM,31,Werder Bremen,Bundesliga,"2,902",1.09,1.61,1,0,0.47,0.11,13%,0.06,0.19,0.03,0.05,0.05,-0.72,7%,1,0.03,41.87,90%,0.07,0.22,0.03,0.19,3.91,0.09,33%,0.09,33%,88,78%,4.68,1.83,11.41,4.99,0.37,2.26,1.64,0.74,0.53,6.05,58%,0.5,5.15,11.9km,0,23,6,7,0,"£28,000 p/w",Not for Sale
- - -,,29218111,Andrew Omobamidele,D (C),23,Strasbourg,Ligue 1 Uber Eats,"2,909",1.05,1.92,2,0,0.31,0.12,40%,0.12,0,0.06,0.04,0.04,0.76,20%,0,-,47.8,90%,0.03,0.25,0.03,0.06,3.53,0.06,50%,0.06,50%,50,72%,3.74,0.99,11.17,5.35,0.46,2.13,0.84,0.62,0.5,5.66,70%,0.59,3.5,11.6km,0,8,3,4,0,"£42,000 p/w",£4.8M - £5.8M
- - -,,2000101934,Mehdi Boukamir,D (C),22,Charleroi,Jupiler Pro League,"2,933",1.07,1.6,1,0,0.4,0.08,38%,0.15,0.03,0.03,0.03,0.03,-0.06,8%,2,0.06,64.75,92%,0.02,0.18,0.03,0.09,4.69,0.03,0%,0.06,-,56,82%,3.07,0.95,11.11,5.92,0.31,2.03,1.69,0.83,0.61,7.06,80%,1.17,3.59,11.4km,0,11,4,4,0,£825 p/w,£50K - £500K
- - -,Wnt,18087990,Siebe Van der Heyden,DM,28,Gent,Jupiler Pro League,"2,953",0.85,1.22,0,0,0.61,0.06,45%,0.27,0.43,-,0.03,0.03,-1.13,-,0,-,63.73,91%,0.04,0.64,0.03,0.43,4.57,0.52,9%,1.37,11%,88,80%,8.81,2.47,10.06,8.38,0.12,1.58,2.22,0.18,0.12,4.14,57%,0.21,6.43,12.9km,0,25,7,8,0,"£16,000 p/w",£425K - £4.3M
- - -,,48037362,Moussa Niakhaté,D (C),30,Lyon,Ligue 1 Uber Eats,"3,037",1.27,1.22,1,0,0.41,0.17,64%,0.27,0.03,0.03,0.07,0.02,-1.39,7%,0,-,79.81,95%,0.01,0.09,0.03,0.03,4.8,0.06,0%,0.06,-,56,80%,3.02,0.77,11.82,4.39,0.47,2.02,0.89,0.5,0.36,7.32,75%,1.07,4,11.4km,0,15,2,2,0,"£45,000 p/w",£6.6M - £9.8M
- - -,,2000125765,Cheick Keita,D (C),23,Charleroi,Jupiler Pro League,"3,173",0.99,1.53,2,0,0.31,0.09,55%,0.17,0.06,0.06,0.03,0.03,0.96,18%,1,0.03,62.51,92%,0.01,0.23,0.03,-,3.89,0.03,100%,0.03,100%,46,83%,2.78,0.85,9.76,5.7,0.23,1.13,2.47,0.62,0.48,6.18,70%,0.65,3.32,11.0km,1,14,1,2,0,£325 p/w,£400K - £1.2M
- - -,,2002042194,Brad Manguelle,D (C),18,Genk,Jupiler Pro League,"3,195",1.66,1.13,0,0,0.68,0.08,42%,0.28,0,-,0.05,0.05,-1.85,-,3,0.08,60.59,92%,0.02,0.11,0.03,0.03,4.28,0.03,0%,0.03,-,50,78%,2.82,0.73,12.56,5.72,0.25,1.32,1.1,0.45,0.34,8.62,76%,0.82,5.86,11.1km,2,16,4,0,0,"£2,500 p/w",£8.6M - £13.5M
- - -,,2000204346,Yasin Özcan,D (L),20,Anderlecht,Jupiler Pro League,"3,398",2.01,0.98,1,1,0.37,0.07,21%,0.08,0.08,0.03,0.03,0.03,0.02,7%,0,-,65.95,93%,0.01,0.26,0.03,0.08,6.28,0.19,11%,0.24,14%,68,91%,3.39,0.93,12,4.77,0.21,1.75,0.95,0.56,0.37,6.89,66%,0.79,5.59,11.3km,0,13,3,3,0,"£6,500 p/w",£12.5M - £19.5M
- - -,,83282675,Alexsandro Ribeiro,D (C),26,Lille,Ligue 1 Uber Eats,"3,527",1.22,1.2,2,0,0.84,0.06,36%,0.31,0,0.05,0.05,0.05,0.06,6%,1,0.03,62.52,90%,0.04,0.28,0.03,0.05,5.41,0.03,0%,0.03,-,55,78%,2.53,0.79,10.41,6.23,0.38,1.66,0.97,0.38,0.33,7.09,78%,1.22,2.78,11.2km,1,16,3,5,0,"£15,000 p/w",£7.2M - £8.8M
- - -,Inj,42094193,Omri Gandelman,DM,26,Gent,Jupiler Pro League,"2,544",0.96,1.17,3,0,0.64,0.11,56%,0.35,0.07,0.11,0.07,0.07,1.03,17%,1,0.04,65.59,93%,0.03,0.32,-,0.11,4.49,0.14,20%,0.18,-,49,80%,4.67,1.17,9.3,5.59,0.21,0.88,1.91,0.39,0.28,6.83,77%,0.46,3.93,11.4km,0,16,2,3,0,"£5,500 p/w",£2.4M
- - -,,43013866,Abdoulaye Bamba,D (R),36,Angers,Ligue 1 Uber Eats,"2,597",1.04,1.77,0,0,0.21,0.04,33%,0.07,0.03,-,0.01,0.01,-0.26,-,0,-,46.58,92%,0,0.07,-,0.07,3.15,0.35,10%,0.35,10%,57,81%,2.88,0.83,8.42,4.99,0.52,1.59,1.84,0.42,0.28,5.06,60%,0.83,4.61,11.3km,2,9,0,1,0,"£5,000 p/w",£20K - £200K
